property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source
PROP_666,1BHK,Semi-Furnished 1BHK Apartment in Model Town,MODEL TOWN,Delhi,North Delhi,Student,1,1,10,15,6,15k,15000,800,700,441,semi-furnished,No,Yes,yes,No,4 Hours,Yes,Y,No,0,N,N,Yes,no,Model Town Metro Station,1.03,Miranda House,8.52 km,Connaught Place,11.27km,3.17,5.45,3.2,69,1,2026-07-03,99acres
PROP_667,1RK,Semi-Furnished 1RK Apartment in Model Town,Model Town,Delhi,North Delhi,Family,1,1,2,5,14,18500,"Rs. 37,000/month",0,1100,465 sq.ft.,Semi-Furnished,no,Yes,Y,No,12 Hours,yes,Y,yes,1,N,No,Yes,No,Model Town Metro Station,3.53 km,Miranda House,2.1km,Connaught Place,12.92km,4.08,4.7km,4.7,43,1,2026-07-13,NoBroker
PROP_668,1RK,Semi-Furnished 1RK Apartment in Pari Chowk,pari chowk,Greater Noida,Greater Noida,Student,1,1,5,12,8,5k,5000,1000,1000,417,semi-furnished,1,Yes,yes,1,12 Hours,Y,Y,N,0,0,1,1,1,Pari Chowk Metro Station,1.06,Galgotias University,9.64km,Greater Noida Industrial Area,14.24,2.55km,540m,4.3,81,Yes,2026-07-24,Housing.com
PROP_669,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Family,3,2,7,20,14,33000,66000,"Rs. 3,500/month",3600,1733,semi-furnished,yes,Yes,Yes,Y,24 Hours,yes,1,0,no,No,Y,yes,yes,Noida Sector 62 Metro Station,1.22 km,JSS Academy of Technical Education,5.53km,Noida Sector 62 IT Park,13.34 km,3.8km,4.48 km,3.7,35,Y,2026-07-22,Housing.com
PROP_670,1BHK,Fully Furnished 1BHK Apartment in Patel Nagar,patel nagar,Delhi,West Delhi,Working Bachelor,1,1,2,3,2,15k,"₹45,000","Rs. 1,100/month",1100,510,Unfurnished,No,no,N,1,4 Hours,yes,no,0,0,No,0,1,No,Patel Nagar Metro Station,1.25km,Kalindi College,2.19km,Rajendra Place IT Hub,1.86 km,610m,2.87km,3.4,19,yes,2026-07-11,MagicBricks
PROP_671,1BHK,Fully Furnished 1BHK Apartment in Civil Lines,CIVIL LINES,Delhi,North Delhi,Family,1,1,2,4,11,"Rs. 42,000/month","₹84,000","₹2,100",1600,756,Unfurnished,no,yes,No,No,24 Hours,1,1,yes,N,No,0,0,no,Civil Lines Metro Station,2.35km,St. Stephen's College,3.3km,Connaught Place,14.91km,2.47,2.66,4.4,32,Yes,2026-08-13,99acres
PROP_672,1BHK,Fully Furnished 1BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,18,20,4,70500,"Rs. 141,000/month",1k,1400,768,Furnished,no,yes,1,Yes,12 Hours,1,no,No,0,No,Y,Yes,N,Sector 42-43 Metro Station,3.2,GD Goenka University,1.05 km,Golf Course Road Offices,2.68,,0.3,3.7,13,no,2026-08-11,NoBroker
PROP_673,4BHK,Fully Furnished 4BHK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Family,4,4,3,3,11,44k,89000,"Rs. 3,000/month",,1560,Unfurnished,N,1,N,0,12 Hours,yes,0,N,No,N,Y,1,N,GTB Nagar Metro Station,,SGTB Khalsa College,6.97 km,Connaught Place,4.51,1.83 km,,3.3,65,no,2026-07-16,99acres
PROP_674,1BHK,Fully Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,1,3,14,"₹42,500","₹85,000",1300,1000,579,unfurnished,no,N,No,Yes,12 Hours,yes,Yes,0,No,0,Yes,1,No,Hauz Khas Metro Station,2.8 km,IIT Delhi,6.06km,Okhla Industrial Area,13.81km,210m,3.13km,4.4,64,yes,2026-07-01,MagicBricks
PROP_675,2BHK,Semi-Furnished 2BHK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Family,2,2,15,15,6,19000,38k,,1300,787,Semi-Furnished,Y,1,Yes,0,24 Hours,No,no,0,No,no,Y,1,No,GTB Nagar Metro Station,2.35km,SGTB Khalsa College,3.15 km,Connaught Place,3.84 km,3.51km,5.31km,3.9,79,N,2026-07-15,99acres
PROP_676,1RK,Fully Furnished 1RK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Student,1,1,2,3,3,"₹13,000",26000,0,800,390,Unfurnished,No,yes,N,Y,12 Hours,Yes,1,yes,No,no,yes,N,Yes,Mayur Vihar 1 Metro Station,3.12 km,Shaheed Sukhdev College of Business Studies,1.12km,Noida Sector 62 IT Park,3.36 km,4.97km,4.36,3.8,56,Yes,2026-08-11,Housing.com
PROP_677,1BHK,Semi-Furnished 1BHK Apartment in Model Town,MODEL TOWN,Delhi,North Delhi,Family,1,1,2,8,4,"Rs. 20,500/month",61500,"₹1,700",,573 sq.ft.,semi-furnished,0,1,1,Y,12 Hours,No,No,N,No,no,Y,no,no,Model Town Metro Station,1.76km,Miranda House,6.0km,Connaught Place,6.35,1.54 km,0.99 km,4.3,49,1,2026-07-12,Housing.com
PROP_678,2BHK,Semi-Furnished 2BHK Apartment in Malviya Nagar,MALVIYA NAGAR,Delhi,South Delhi,Family,2,2,8,15,14,28000,"₹56,000",2200,1100,863,Semi-Furnished,no,Y,1,Yes,4 Hours,Yes,0,no,no,No,1,Yes,No,Malviya Nagar Metro Station,2.56,College of Vocational Studies,6.57km,Okhla Industrial Area,8.26km,2.51km,300m,4.4,45,yes,2026-07-08,NoBroker
PROP_679,2BHK,Fully Furnished 2BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Working Professional,2,2,6,20,3,"Rs. 79,000/month",158000,"Rs. 2,400/month",,1257,unfurnished,yes,1,1,Y,12 Hours,1,Y,0,Y,Y,yes,N,yes,Green Park Metro Station,580m,NIFT Delhi,4.81km,Bhikaji Cama Place,2.97km,4.54 km,,4.6,22,no,2026-07-28,NoBroker
PROP_680,1BHK,Semi-Furnished 1BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Bachelor,1,1,10,24,8,"₹13,500",13k,1700,,506,Semi-Furnished,no,1,No,no,12 Hours,no,no,N,N,No,Y,Y,0,Karol Bagh Metro Station,0.47km,Sri Guru Nanak Dev Khalsa College,8.73 km,Connaught Place,10.9,4.73,5.34km,4.6,46,1,2026-07-26,MagicBricks
PROP_681,2BHK,Fully Furnished 2BHK Apartment in Kamla Nagar,kamla nagar,Delhi,North Delhi,Family,2,2,3,5,8,19k,"₹39,000",0,1300,655,unfurnished,Yes,yes,Yes,no,12 Hours,yes,Y,N,0,no,0,No,No,Vishwa Vidyalaya Metro Station,3.78,Kirori Mal College,,Connaught Place,14.38km,2.63km,5.82km,4.0,42,yes,2026-07-28,MagicBricks
PROP_682,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,kamla nagar,Delhi,North Delhi,Family,2,2,6,24,14,16000,"₹16,000","₹1,900",1000,644,semi-furnished,yes,no,Y,yes,4 Hours,N,no,N,No,yes,no,Y,No,Vishwa Vidyalaya Metro Station,4.31km,Kirori Mal College,5.73km,Connaught Place,4.02 km,4.43km,2.25km,3.5,3,yes,2026-07-27,NoBroker
PROP_683,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Family,2,2,2,3,2,17k,34k,"Rs. 3,000/month",1600,992,fully-furnished,N,0,no,No,4 Hours,Y,yes,no,Yes,0,N,Yes,N,Pari Chowk Metro Station,1.6,Galgotias University,4.37 km,Greater Noida Industrial Area,10.21km,3.46 km,2.45 km,4.0,26,0,2026-08-07,Housing.com
PROP_684,1BHK,Semi-Furnished 1BHK Apartment in Vasant Kunj,vasant kunj,Delhi,South Delhi,Family,1,1,12,12,8,"Rs. 32,500/month","Rs. 97,500/month",0,1000,697,semi-furnished,1,Yes,Yes,No,24 Hours,Yes,0,no,No,N,0,1,0,Chattarpur Metro Station,1.31 km,Jawaharlal Nehru University (JNU),0.94 km,Cyber City Gurugram,,3.53km,,3.5,43,yes,2026-06-30,MagicBricks
PROP_685,1BHK,Semi-Furnished 1BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Bachelor,1,1,2,3,4,"Rs. 11,500/month",23k,2200,1200,662,semi-furnished,no,1,no,Y,12 Hours,N,0,1,1,No,yes,1,no,Vaishali Metro Station,0.42km,Inderprastha Dental College,1.49km,Noida Sector 62 IT Park,2.21km,,1.22km,4.2,64,1,2026-07-05,MagicBricks
PROP_686,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Working Professional,3,2,0,4,6,"Rs. 42,500/month","₹127,500",0,3200,1392 sq.ft.,Unfurnished,0,1,N,Yes,4 Hours,Yes,yes,no,yes,No,No,yes,0,Mayur Vihar 1 Metro Station,1.64 km,Shaheed Sukhdev College of Business Studies,2.84km,Noida Sector 62 IT Park,,4.1 km,4.72 km,3.9,37,Yes,2026-07-17,NoBroker
PROP_687,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,3,3,2,38k,114k,3k,2200,960,Unfurnished,Y,Y,N,no,24 Hours,1,0,no,yes,0,1,Yes,No,Rajendra Place Metro Station,4.34km,Venkateshwara College,8.56,Rajendra Place IT Hub,13.15 km,5.0 km,5.43,4.9,47,Y,2026-08-04,Housing.com
PROP_688,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,22,24,15,21k,43000,"Rs. 1,300/month",1100,558,fully-furnished,no,Y,1,yes,4 Hours,yes,No,Yes,N,No,No,Yes,0,Saket Metro Station,3.3,Gargi College,6.42 km,Saket District Centre,3.73,1.27,4.01,4.0,62,1,2026-08-09,MagicBricks
PROP_689,1BHK,Semi-Furnished 1BHK Apartment in Knowledge Park,knowledge park,Greater Noida,Greater Noida,Student,1,1,0,8,1,"Rs. 7,000/month","Rs. 14,000/month",,1100,642,Semi-Furnished,No,yes,yes,yes,12 Hours,1,0,no,no,N,N,1,no,Knowledge Park II Metro Station,520m,Sharda University,5.51 km,Greater Noida Industrial Area,11.31 km,1.36 km,3.82km,3.7,38,yes,2026-08-05,Housing.com
PROP_690,1BHK,Semi-Furnished 1BHK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Working Bachelor,1,1,12,24,12,15k,31k,"Rs. 1,200/month",900,404,Semi-Furnished,No,Yes,Y,1,12 Hours,yes,no,0,N,No,yes,Y,Yes,Malviya Nagar Metro Station,1.19km,College of Vocational Studies,6.97 km,Okhla Industrial Area,2.58 km,2.86 km,2.17 km,4.3,3,Y,2026-08-13,MagicBricks
PROP_691,2BHK,Fully Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,3,4,0,45000,135000,2400,2800,1167,fully-furnished,N,N,No,Y,12 Hours,1,Y,Yes,Yes,N,0,No,no,Preet Vihar Metro Station,4.24,Vivekananda College,3.34,Noida Sector 62 IT Park,,2.89 km,5.4,3.2,12,1,2026-08-09,NoBroker
PROP_692,1RK,Fully Furnished 1RK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Family,1,1,8,20,3,6k,"Rs. 12,000/month",0k,500,230,unfurnished,0,Y,yes,Y,12 Hours,yes,N,no,no,1,yes,No,No,GTB Nagar Metro Station,1.71km,SGTB Khalsa College,5.57 km,Connaught Place,10.2,,,4.1,1,yes,2026-08-13,MagicBricks
PROP_693,3BHK,Fully Furnished 3BHK Apartment in DLF Phase 3,DLF Phase 3,Gurugram,Gurugram,Family,3,2,5,20,3,57000,114000,,,1309,fully-furnished,Yes,Yes,No,yes,12 Hours,yes,no,N,no,0,yes,yes,0,Phase 3 Metro Station,0.98,Dronacharya College of Engineering,5.95km,DLF Cyber City,13.49km,4.14,,4.3,78,Yes,2026-08-10,NoBroker
PROP_694,2BHK,Fully Furnished 2BHK Apartment in Saket,saket,Delhi,South Delhi,Family,2,2,2,20,8,40500,"₹81,000","₹2,500",1400,872,unfurnished,No,N,1,yes,4 Hours,Yes,Yes,N,No,No,yes,Y,N,Saket Metro Station,2.46 km,Gargi College,4.99km,Saket District Centre,9.01,0.41,0.55km,4.7,53,1,2026-07-22,MagicBricks
PROP_695,1BHK,Semi-Furnished 1BHK Apartment in Noida Sector 15,Noida Sec 15,Noida,Noida,Working Bachelor,1,1,6,12,0,12k,24000,0,1100,544,Semi-Furnished,Y,Yes,yes,yes,12 Hours,N,N,No,Y,Yes,1,N,0,Noida Sector 15 Metro Station,,Amity University Noida,9.41 km,Noida Sector 16 Commercial Hub,12.23,2.47 km,3.06km,3.5,36,1,2026-07-26,Housing.com
PROP_696,1BHK,Fully Furnished 1BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,1,1,1,5,6,"₹16,500",33k,0,1200,711,Furnished,1,0,1,no,4 Hours,1,1,N,N,0,1,N,1,Janakpuri West Metro Station,3.45km,Bhaskaracharya College,2.89km,Janakpuri District Centre,14.53,2.49km,1.26 km,3.9,65,yes,2026-08-11,MagicBricks
PROP_697,2BHK,Semi-Furnished 2BHK Apartment in Noida Sector 137,Noida Sec 137,Noida,Noida,Family,2,2,4,4,3,19000,"Rs. 19,000/month",2300,1400,1061,semi-furnished,Yes,1,N,N,12 Hours,no,Yes,no,no,N,1,0,No,Noida Sector 137 Metro Station,2.39km,Amity University Noida,8.65 km,Noida Expressway Offices,10.85km,2.01,4.27 km,4.0,24,Y,2026-07-10,MagicBricks
PROP_698,1BHK,Fully Furnished 1BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,1,1,1,15,9,"₹45,500","₹91,000",0,1400,730,unfurnished,1,yes,1,No,4 Hours,Yes,no,no,No,1,yes,N,N,Green Park Metro Station,2.47km,NIFT Delhi,9.69 km,Bhikaji Cama Place,6.91km,2.95km,2.43 km,4.7,12,1,2026-07-11,MagicBricks
PROP_699,2BHK,Semi-Furnished 2BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Working Bachelor,2,2,5,5,14,18k,37k,4300,2600,1305,Semi-Furnished,yes,Y,1,1,4 Hours,yes,Y,No,Yes,No,No,0,N,Vaishali Metro Station,1.3km,ABES Engineering College,,Noida Sector 62 IT Park,10.36,0.21km,4.0,4.8,48,no,2026-07-29,99acres
PROP_700,2BHK,Fully Furnished 2BHK Apartment in DLF Phase 3,DLF Phase 3,Gurugram,Gurugram,Family,2,2,5,15,12,37k,"₹74,000","Rs. 2,600/month",1900,879,unfurnished,yes,no,1,yes,12 Hours,Yes,N,no,1,No,No,Y,no,Phase 3 Metro Station,2.18 km,Dronacharya College of Engineering,8.5km,DLF Cyber City,2.89km,1.49 km,3.19km,3.3,47,yes,2026-07-30,99acres
PROP_701,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Working Professional,3,2,0,12,9,28k,"Rs. 84,000/month",3200,2800,1442,Unfurnished,Y,1,Yes,1,12 Hours,Y,No,N,0,0,no,yes,Yes,Noida Sector 137 Metro Station,1.21,Amity University Noida,0.48 km,Noida Expressway Offices,6.29 km,,3.57km,4.7,54,0,2026-08-07,NoBroker
PROP_702,3BHK,Fully Furnished 3BHK Apartment in DLF Phase 3,DLF Phase 3,Gurugram,Gurugram,Family,3,2,2,5,4,52500,105000,0,,1225,fully-furnished,yes,yes,Yes,Yes,24 Hours,yes,yes,no,no,N,1,yes,no,Phase 3 Metro Station,2.76km,Dronacharya College of Engineering,9.74 km,DLF Cyber City,,4.72km,,3.5,35,N,2026-07-18,Housing.com
PROP_703,1RK,Semi-Furnished 1RK Apartment in Malviya Nagar,malviya nagar,Delhi,South Delhi,Student,1,1,13,15,15,"Rs. 11,000/month","₹11,000",500,,284,semi-furnished,no,1,yes,yes,12 Hours,1,0,no,no,no,1,yes,yes,Malviya Nagar Metro Station,4.26,College of Vocational Studies,8.59km,Okhla Industrial Area,3.35 km,3.66km,770m,4.1,41,yes,2026-07-31,99acres
PROP_704,1BHK,Fully Furnished 1BHK Apartment in Rohini,ROHINI,Delhi,North Delhi,Student,1,1,1,15,8,"₹8,000","Rs. 16,000/month",,900,459,Unfurnished,no,yes,1,Y,24 Hours,Y,no,0,N,No,No,Yes,N,Rohini West Metro Station,1.6 km,Delhi Technological University (DTU),4.98 km,Netaji Subhash Place,8.77km,0.48km,4.29 km,3.5,61,yes,2026-06-30,NoBroker
PROP_705,1BHK,Semi-Furnished 1BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,1,1,1,3,10,"₹18,000",36000,"₹1,000",1300,588,semi-furnished,N,N,No,No,12 Hours,1,Y,no,0,0,Yes,N,N,Preet Vihar Metro Station,2.6 km,Vivekananda College,,Noida Sector 62 IT Park,1.01,1.16,4.98km,3.5,36,Y,2026-08-01,NoBroker
PROP_706,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sec 45,Gurugram,Gurugram,Family,3,2,7,15,2,"₹38,000",76k,"₹2,600",3100,1348,Unfurnished,no,Y,1,1,12 Hours,1,No,0,no,no,Yes,Yes,No,HUDA City Centre Metro Station,3.33km,Ansal University,1.36 km,Golf Course Road Offices,4.77 km,,1.95 km,4.5,47,Y,2026-08-05,MagicBricks
PROP_707,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,VASANT KUNJ,Delhi,South Delhi,Family,1,1,0,4,14,"₹25,500",76k,1k,1000,545,Unfurnished,Y,yes,No,Y,12 Hours,Yes,Y,0,No,0,1,Y,N,Chattarpur Metro Station,,Jawaharlal Nehru University (JNU),5.37km,Cyber City Gurugram,5.51km,,2.6km,4.2,15,yes,2026-07-15,Housing.com
PROP_708,1RK,Semi-Furnished 1RK Apartment in Patel Nagar,PATEL NAGAR,Delhi,West Delhi,Student,1,1,11,15,6,7000,7k,700,500,243,Semi-Furnished,Yes,1,yes,1,24 Hours,Yes,N,no,No,0,No,0,no,Patel Nagar Metro Station,1.5km,Kalindi College,9.47,Rajendra Place IT Hub,,2.16 km,0.87km,3.2,74,yes,2026-08-09,MagicBricks
PROP_709,2BHK,Semi-Furnished 2BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Professional,2,2,2,5,8,"₹27,500","Rs. 55,000/month",,,904,Semi-Furnished,N,Yes,1,yes,12 Hours,1,0,N,No,No,yes,yes,0,Karol Bagh Metro Station,0.75km,Sri Guru Nanak Dev Khalsa College,,Connaught Place,0.78,2.25km,2.98km,4.2,29,1,2026-07-15,MagicBricks
PROP_710,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,karol bagh,Delhi,Central Delhi,Student,1,1,4,5,10,"Rs. 12,000/month",24k,Rs. 700/month,800,392,Furnished,no,1,1,0,24 Hours,Yes,No,No,No,no,0,1,1,Karol Bagh Metro Station,,Sri Guru Nanak Dev Khalsa College,,Connaught Place,3.81 km,4.06km,,4.2,82,No,2026-07-19,Housing.com
PROP_711,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Working Bachelor,2,2,9,20,9,22k,44000,0,1900,1052,Furnished,N,no,1,Yes,12 Hours,Yes,No,No,No,N,yes,Y,no,Noida Sector 62 Metro Station,690m,JSS Academy of Technical Education,9.47km,Noida Sector 62 IT Park,,1.54km,5.05,4.4,15,1,2026-07-16,99acres
PROP_712,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,GURUGRAM SECTOR 45,Gurugram,Gurugram,Working Bachelor,1,1,1,3,13,19000,"Rs. 38,000/month",0,1600,636,unfurnished,0,Y,0,Y,24 Hours,Y,N,0,no,0,Yes,1,No,HUDA City Centre Metro Station,1.01km,Ansal University,5.54 km,Golf Course Road Offices,12.92 km,,1.72 km,3.4,0,yes,2026-07-28,MagicBricks
PROP_713,1RK,Fully Furnished 1RK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Student,1,1,3,4,4,10000,20000,0,800,353,Unfurnished,yes,0,no,Yes,12 Hours,Y,No,0,yes,N,0,Y,No,Janakpuri West Metro Station,3.21km,Bhaskaracharya College,6.0km,Janakpuri District Centre,6.05 km,2.63,2.58km,3.6,79,yes,2026-08-01,Housing.com
PROP_714,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,GURUGRAM SECTOR 45,Gurugram,Gurugram,Family,3,2,7,12,12,"Rs. 61,500/month",123k,"Rs. 3,300/month",3600,1746,Furnished,No,yes,yes,No,24 Hours,yes,yes,N,yes,Yes,yes,1,No,HUDA City Centre Metro Station,3.71 km,Ansal University,9.33 km,Golf Course Road Offices,6.43km,0.63 km,2.46km,4.7,40,1,2026-07-12,NoBroker
PROP_715,3BHK,Semi-Furnished 3BHK Apartment in Mayur Vihar,MAYUR VIHAR,Delhi,East Delhi,Family,3,2,1,20,4,31500,"₹63,000","Rs. 2,200/month",2000,1319,semi-furnished,0,no,yes,N,4 Hours,No,1,No,N,0,Yes,Yes,no,Mayur Vihar 1 Metro Station,4.11km,Shaheed Sukhdev College of Business Studies,2.62 km,Noida Sector 62 IT Park,14.95km,4.08 km,700m,4.2,19,Y,2026-07-22,99acres
PROP_716,2BHK,Semi-Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,2,2,2,3,6,"₹20,500","Rs. 41,000/month",0,1800,1133,semi-furnished,N,1,No,0,12 Hours,1,yes,0,N,No,no,Y,No,Vaishali Metro Station,,Inderprastha Dental College,5.23 km,Noida Sector 62 IT Park,11.66 km,4.02 km,,4.4,83,Y,2026-07-10,99acres
PROP_717,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,13,15,4,"₹41,000","Rs. 82,000/month",0,,1236,unfurnished,yes,1,1,Yes,24 Hours,yes,1,N,no,No,no,Y,0,Mayur Vihar 1 Metro Station,4.34km,Shaheed Sukhdev College of Business Studies,2.05km,Noida Sector 62 IT Park,3.73,3.4 km,3.03km,3.9,58,Y,2026-07-23,99acres
PROP_718,1BHK,Fully Furnished 1BHK Apartment in Shakarpur,SHAKARPUR,Delhi,East Delhi,Family,1,1,0,3,14,7k,"Rs. 14,000/month",1500,1100,462 sq.ft.,Unfurnished,no,No,N,N,4 Hours,yes,0,Y,no,N,N,yes,0,Nirman Vihar Metro Station,4.05 km,Bhim Rao Ambedkar College,2.63km,Noida Sector 62 IT Park,5.11,1.5 km,5.13km,4.6,7,Y,2026-07-10,MagicBricks
PROP_719,1BHK,Fully Furnished 1BHK Apartment in Malviya Nagar,malviya nagar,Delhi,South Delhi,Family,1,1,5,20,2,17k,17500,0,900,510 sq.ft.,unfurnished,no,1,yes,0,24 Hours,Yes,yes,No,0,No,Y,0,0,Malviya Nagar Metro Station,2.21km,College of Vocational Studies,9.25km,Okhla Industrial Area,3.0km,3.74 km,3.16km,3.5,59,yes,2026-08-05,99acres
PROP_720,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,KAROL BAGH,Delhi,Central Delhi,Family,1,1,7,24,8,"₹12,000","₹24,000",1k,800,372 sq.ft.,Furnished,no,0,Yes,N,12 Hours,yes,No,N,Yes,No,Yes,1,no,Karol Bagh Metro Station,3.74,Sri Guru Nanak Dev Khalsa College,1.43 km,Connaught Place,,4.27 km,5.44km,3.7,31,yes,2026-07-19,99acres
PROP_721,1BHK,Fully Furnished 1BHK Apartment in DLF Phase 3,DLF Phase 3,Gurugram,Gurugram,Family,1,1,1,8,15,"Rs. 20,000/month",40k,0,1100,492,unfurnished,1,yes,yes,Yes,12 Hours,yes,Y,no,0,no,1,Y,N,Phase 3 Metro Station,3.27 km,Dronacharya College of Engineering,9.01,DLF Cyber City,7.86 km,0.76 km,4.07 km,4.8,24,1,2026-07-16,NoBroker
PROP_722,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,4,24,3,"₹7,500","₹15,000",1k,1000,558,unfurnished,Yes,yes,yes,Yes,24 Hours,Y,N,N,0,Yes,0,yes,Yes,Knowledge Park II Metro Station,,Sharda University,9.73km,Greater Noida Industrial Area,10.39km,3.55km,,4.1,10,yes,2026-08-06,99acres
PROP_723,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,0,3,7,"Rs. 17,500/month",35k,,1600,856,semi-furnished,Yes,1,N,no,24 Hours,N,N,no,No,No,No,Yes,Yes,Vishwa Vidyalaya Metro Station,,Kirori Mal College,,Connaught Place,10.09 km,4.95,,4.3,37,Y,2026-07-21,NoBroker
PROP_724,3BHK,Semi-Furnished 3BHK Apartment in Rajinder Nagar,RAJINDER NAGAR,Delhi,Central Delhi,Family,3,2,2,3,15,55000,110000,,2800,1601 sq.ft.,Semi-Furnished,1,Y,N,Yes,4 Hours,no,Y,Y,0,N,yes,Yes,no,Rajendra Place Metro Station,2.36km,Venkateshwara College,7.83,Rajendra Place IT Hub,1.57 km,,4.68km,4.0,3,Y,2026-08-04,MagicBricks
PROP_725,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 15,Noida Sec-15,Noida,Noida,Family,3,2,1,3,15,29500,59k,"₹4,000",,1371 sq.ft.,semi-furnished,1,Yes,no,1,4 Hours,N,no,0,0,No,N,N,No,Noida Sector 15 Metro Station,,Amity University Noida,0.44 km,Noida Sector 16 Commercial Hub,1.33 km,0.55 km,880m,4.4,49,Yes,2026-08-13,MagicBricks
PROP_726,2BHK,Semi-Furnished 2BHK Apartment in Gurugram Sector 45,GURUGRAM SECTOR 45,Gurugram,Gurugram,Working Professional,2,2,1,24,2,"Rs. 29,000/month","Rs. 29,000/month",2k,,881,semi-furnished,No,yes,yes,Yes,12 Hours,No,Y,no,Yes,N,no,0,no,HUDA City Centre Metro Station,0.64,Ansal University,8.23,Golf Course Road Offices,6.49km,3.63,2.0km,3.3,81,Yes,2026-08-09,NoBroker
PROP_727,1BHK,Fully Furnished 1BHK Apartment in Civil Lines,CIVIL LINES,Delhi,North Delhi,Family,1,1,6,15,0,"Rs. 30,000/month","₹30,000","₹1,800",1400,647,unfurnished,N,Y,Yes,yes,12 Hours,yes,1,No,1,Y,No,N,N,Civil Lines Metro Station,3.36 km,St. Stephen's College,9.08 km,Connaught Place,8.8,3.79km,,3.3,43,Y,2026-07-07,99acres
PROP_728,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,karol bagh,Delhi,Central Delhi,Working Bachelor,1,1,4,8,4,"Rs. 13,000/month",26000,,900,356,fully-furnished,Y,No,no,Y,12 Hours,yes,no,Yes,N,No,Yes,yes,1,Karol Bagh Metro Station,1.43km,Sri Guru Nanak Dev Khalsa College,3.28,Connaught Place,1.71km,1.39,3.96km,4.1,3,N,2026-07-23,NoBroker
PROP_729,1RK,Fully Furnished 1RK Apartment in Noida Sector 15,Noida Sec-15,Noida,Noida,Student,1,1,22,24,12,7k,15000,700,700,287,Unfurnished,1,Yes,Yes,N,12 Hours,Y,Y,no,Yes,1,No,no,Y,Noida Sector 15 Metro Station,4.2km,Amity University Noida,7.33,Noida Sector 16 Commercial Hub,3.91 km,,1.09km,4.5,10,yes,2026-07-31,MagicBricks
