property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source,rent_per_sqft,vfm_student,vfm_professional,vfm_bachelor,vfm_family
PROP_681,2BHK,Fully Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,3,5,8,19000,39000,0.0,1300.0,655,Furnished,Yes,Yes,Yes,No,12 Hours,Yes,Yes,No,No,No,No,No,No,Vishwa Vidyalaya Metro Station,3.78,Kirori Mal College,6.29,Connaught Place,14.38,2.63,5.82,4.0,42,Yes,2026-07-28,MagicBricks,29.01,44.1,38.0,47.4,38.3
PROP_682,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,6,24,14,16000,16000,1900.0,1000.0,644,Semi-Furnished,Yes,No,Yes,Yes,4 Hours,No,No,No,No,Yes,No,Yes,No,Vishwa Vidyalaya Metro Station,4.31,Kirori Mal College,5.73,Connaught Place,4.02,4.43,2.25,3.5,3,Yes,2026-07-27,NoBroker,24.84,43.5,38.8,47.9,41.0
PROP_683,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Family,2,2,2,3,2,17000,34000,3000.0,1600.0,992,Furnished,No,No,No,No,4 Hours,Yes,Yes,No,Yes,No,No,Yes,No,Pari Chowk Metro Station,1.6,Galgotias University,4.37,Greater Noida Industrial Area,10.21,3.46,2.45,4.0,26,No,2026-08-07,Housing.com,17.14,48.0,41.7,51.1,42.7
PROP_684,1BHK,Semi-Furnished 1BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,1,1,12,12,8,32500,97500,0.0,1000.0,697,Semi-Furnished,Yes,Yes,Yes,No,24 Hours,Yes,No,No,No,No,No,Yes,No,Chattarpur Metro Station,1.31,Jawaharlal Nehru University (JNU),0.94,Cyber City Gurugram,6.45,3.53,2.31,3.5,43,Yes,2026-06-30,MagicBricks,46.63,60.7,47.1,56.1,45.1
PROP_685,1BHK,Semi-Furnished 1BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Bachelor,1,1,2,3,4,11500,23000,2200.0,1200.0,662,Semi-Furnished,No,Yes,No,Yes,12 Hours,No,No,Yes,Yes,No,Yes,Yes,No,Vaishali Metro Station,0.42,Inderprastha Dental College,1.49,Noida Sector 62 IT Park,2.21,2.46,1.22,4.2,64,Yes,2026-07-05,MagicBricks,17.37,66.9,59.4,67.4,50.8
PROP_686,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Working Professional,3,2,0,4,6,42500,127500,0.0,3200.0,1392,Furnished,No,Yes,No,Yes,4 Hours,Yes,Yes,No,Yes,No,No,Yes,No,Mayur Vihar 1 Metro Station,1.64,Shaheed Sukhdev College of Business Studies,2.84,Noida Sector 62 IT Park,6.21,4.1,4.72,3.9,37,Yes,2026-07-17,NoBroker,30.53,49.8,43.0,51.6,40.4
PROP_687,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,3,3,2,38000,114000,3000.0,2200.0,960,Furnished,Yes,Yes,No,No,24 Hours,Yes,No,No,Yes,No,Yes,Yes,No,Rajendra Place Metro Station,4.34,Venkateshwara College,8.56,Rajendra Place IT Hub,13.15,5.0,5.43,4.9,47,Yes,2026-08-04,Housing.com,39.58,42.3,37.9,46.7,40.2
PROP_688,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,22,24,15,21000,43000,1300.0,1100.0,558,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,Yes,No,No,No,Yes,No,Saket Metro Station,3.3,Gargi College,6.42,Saket District Centre,3.73,1.27,4.01,4.0,62,Yes,2026-08-09,MagicBricks,37.63,46.9,43.5,52.3,48.4
PROP_689,1BHK,Semi-Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,0,8,1,7000,14000,0.0,1100.0,642,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,No,Yes,No,Knowledge Park II Metro Station,0.52,Sharda University,5.51,Greater Noida Industrial Area,11.31,1.36,3.82,3.7,38,Yes,2026-08-05,Housing.com,10.9,59.6,53.3,63.1,47.9
PROP_690,1BHK,Semi-Furnished 1BHK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Working Bachelor,1,1,12,24,12,15000,31000,1200.0,900.0,404,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Malviya Nagar Metro Station,1.19,College of Vocational Studies,6.97,Okhla Industrial Area,2.58,2.86,2.17,4.3,3,Yes,2026-08-13,MagicBricks,37.13,55.8,54.4,62.7,47.9
PROP_691,2BHK,Fully Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,3,4,0,45000,135000,2400.0,2800.0,1167,Furnished,No,No,No,Yes,12 Hours,Yes,Yes,Yes,Yes,No,No,No,No,Preet Vihar Metro Station,4.24,Vivekananda College,3.34,Noida Sector 62 IT Park,5.17,2.89,5.4,3.2,12,Yes,2026-08-09,NoBroker,38.56,42.0,35.7,44.1,37.3
PROP_692,1RK,Fully Furnished 1RK Apartment in Mukherjee Nagar,Mukherjee Nagar,Delhi,North Delhi,Family,1,1,8,20,3,6000,12000,0.0,500.0,230,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,Yes,Yes,No,No,GTB Nagar Metro Station,1.71,SGTB Khalsa College,5.57,Connaught Place,10.2,2.57,3.67,4.1,1,Yes,2026-08-13,MagicBricks,26.09,51.5,45.5,55.3,41.2
PROP_693,3BHK,Fully Furnished 3BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,3,2,5,20,3,57000,114000,2618.0,2263.0,1309,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Phase 3 Metro Station,0.98,Dronacharya College of Engineering,5.95,DLF Cyber City,13.49,4.14,3.62,4.3,78,Yes,2026-08-10,NoBroker,43.54,52.3,48.9,57.1,45.6
PROP_694,2BHK,Fully Furnished 2BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,2,2,2,20,8,40500,81000,2500.0,1400.0,872,Furnished,No,No,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Saket Metro Station,2.46,Gargi College,4.99,Saket District Centre,9.01,0.41,0.55,4.7,53,Yes,2026-07-22,MagicBricks,46.44,46.1,42.0,50.7,65.8
PROP_695,1BHK,Semi-Furnished 1BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Working Bachelor,1,1,6,12,0,12000,24000,1088.0,1100.0,544,Semi-Furnished,Yes,Yes,Yes,Yes,12 Hours,No,No,No,Yes,Yes,Yes,No,No,Noida Sector 15 Metro Station,3.21,Amity University Noida,9.41,Noida Sector 16 Commercial Hub,12.23,2.47,3.06,3.5,36,Yes,2026-07-26,Housing.com,22.06,48.3,42.9,52.6,42.9
PROP_696,1BHK,Fully Furnished 1BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,1,1,1,5,6,16500,33000,0.0,1200.0,711,Furnished,Yes,No,Yes,No,4 Hours,Yes,Yes,No,No,No,Yes,No,Yes,Janakpuri West Metro Station,3.45,Bhaskaracharya College,2.89,Janakpuri District Centre,14.53,2.49,1.26,3.9,65,Yes,2026-08-11,MagicBricks,23.21,47.5,40.1,49.5,46.4
PROP_697,2BHK,Semi-Furnished 2BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,2,2,4,4,3,19000,19000,2300.0,1400.0,1061,Semi-Furnished,Yes,Yes,No,No,12 Hours,No,Yes,No,No,No,Yes,No,No,Noida Sector 137 Metro Station,2.39,Amity University Noida,8.65,Noida Expressway Offices,10.85,2.01,4.27,4.0,24,Yes,2026-07-10,MagicBricks,17.91,44.9,39.8,49.2,45.3
PROP_698,1BHK,Fully Furnished 1BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,1,1,1,15,9,45500,91000,0.0,1400.0,730,Furnished,Yes,Yes,Yes,No,4 Hours,Yes,No,No,No,Yes,Yes,No,No,Green Park Metro Station,2.47,NIFT Delhi,9.69,Bhikaji Cama Place,6.91,2.95,2.43,4.7,12,Yes,2026-07-11,MagicBricks,62.33,46.2,42.5,51.0,43.9
PROP_699,2BHK,Semi-Furnished 2BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Working Bachelor,2,2,5,5,14,18000,37000,4300.0,2600.0,1305,Semi-Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,Yes,No,Yes,No,No,No,No,Vaishali Metro Station,1.3,ABES Engineering College,5.78,Noida Sector 62 IT Park,10.36,0.21,4.0,4.8,48,No,2026-07-29,99acres,13.79,53.9,47.2,56.7,55.4
PROP_700,2BHK,Fully Furnished 2BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,2,2,5,15,12,37000,74000,2600.0,1900.0,879,Furnished,Yes,No,Yes,Yes,12 Hours,Yes,No,No,Yes,No,No,Yes,No,Phase 3 Metro Station,2.18,Dronacharya College of Engineering,8.5,DLF Cyber City,2.89,1.49,3.19,3.3,47,Yes,2026-07-30,99acres,42.09,47.4,45.5,53.4,47.9
PROP_701,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Working Professional,3,2,0,12,9,28000,84000,3200.0,2800.0,1442,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,No,Yes,Yes,Noida Sector 137 Metro Station,1.21,Amity University Noida,0.48,Noida Expressway Offices,6.29,2.38,3.57,4.7,54,No,2026-08-07,NoBroker,19.42,68.0,49.7,58.7,46.8
PROP_702,3BHK,Fully Furnished 3BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,3,2,2,5,4,52500,105000,0.0,2137.0,1225,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Phase 3 Metro Station,2.76,Dronacharya College of Engineering,9.74,DLF Cyber City,7.86,4.72,3.62,3.5,35,No,2026-07-18,Housing.com,42.86,46.9,43.5,51.9,43.5
PROP_703,1RK,Semi-Furnished 1RK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Student,1,1,13,15,15,11000,11000,500.0,526.0,284,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Malviya Nagar Metro Station,4.26,College of Vocational Studies,8.59,Okhla Industrial Area,3.35,3.66,0.77,4.1,41,Yes,2026-07-31,99acres,38.73,47.3,44.4,53.3,50.1
PROP_704,1BHK,Fully Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,1,15,8,8000,16000,0.0,900.0,459,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,No,No,No,Yes,No,Rohini West Metro Station,1.6,Delhi Technological University (DTU),4.98,Netaji Subhash Place,8.77,0.48,4.29,3.5,61,Yes,2026-06-30,NoBroker,17.43,50.6,44.5,54.2,52.9
PROP_705,1BHK,Semi-Furnished 1BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,1,1,1,3,10,18000,36000,1000.0,1300.0,588,Semi-Furnished,No,No,No,No,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Preet Vihar Metro Station,2.6,Vivekananda College,5.07,Noida Sector 62 IT Park,1.01,1.16,4.98,3.5,36,Yes,2026-08-01,NoBroker,30.61,42.3,47.4,52.4,47.3
PROP_706,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,7,15,2,38000,76000,2600.0,3100.0,1348,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,HUDA City Centre Metro Station,3.33,Ansal University,1.36,Golf Course Road Offices,4.77,2.47,1.95,4.5,47,Yes,2026-08-05,MagicBricks,28.19,50.9,40.9,49.5,49.4
PROP_707,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,1,1,0,4,14,25500,76000,1000.0,1000.0,545,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Chattarpur Metro Station,1.98,Jawaharlal Nehru University (JNU),5.37,Cyber City Gurugram,5.51,2.8,2.6,4.2,15,Yes,2026-07-15,Housing.com,46.79,50.5,46.3,55.4,45.7
PROP_708,1RK,Semi-Furnished 1RK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Student,1,1,11,15,6,7000,7000,700.0,500.0,243,Semi-Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,No,No,No,No,No,No,No,Patel Nagar Metro Station,1.5,Kalindi College,9.47,Rajendra Place IT Hub,6.08,2.16,0.87,3.2,74,Yes,2026-08-09,MagicBricks,28.81,51.4,45.3,55.0,47.1
PROP_709,2BHK,Semi-Furnished 2BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Professional,2,2,2,5,8,27500,55000,0.0,1456.0,904,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Karol Bagh Metro Station,0.75,Sri Guru Nanak Dev Khalsa College,4.73,Connaught Place,0.78,2.25,2.98,4.2,29,Yes,2026-07-15,MagicBricks,30.42,56.6,64.9,68.7,50.0
PROP_710,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Student,1,1,4,5,10,12000,24000,700.0,800.0,392,Furnished,No,Yes,Yes,No,24 Hours,Yes,No,No,No,No,No,Yes,Yes,Karol Bagh Metro Station,2.05,Sri Guru Nanak Dev Khalsa College,4.73,Connaught Place,3.81,4.06,3.9,4.2,82,No,2026-07-19,Housing.com,30.61,48.2,43.3,52.4,39.5
PROP_711,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Working Bachelor,2,2,9,20,9,22000,44000,2104.0,1900.0,1052,Furnished,No,No,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Noida Sector 62 Metro Station,0.69,JSS Academy of Technical Education,9.47,Noida Sector 62 IT Park,8.27,1.54,5.05,4.4,15,Yes,2026-07-16,99acres,20.91,56.4,51.8,61.1,50.9
PROP_712,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Working Bachelor,1,1,1,3,13,19000,38000,0.0,1600.0,636,Furnished,No,Yes,No,Yes,24 Hours,Yes,No,No,No,No,Yes,Yes,No,HUDA City Centre Metro Station,1.01,Ansal University,5.54,Golf Course Road Offices,12.92,2.47,1.72,3.4,0,Yes,2026-07-28,MagicBricks,29.87,54.1,49.5,58.9,50.2
PROP_713,1RK,Fully Furnished 1RK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Student,1,1,3,4,4,10000,20000,0.0,800.0,353,Furnished,Yes,No,No,Yes,12 Hours,Yes,No,No,Yes,No,No,Yes,No,Janakpuri West Metro Station,3.21,Bhaskaracharya College,6.0,Janakpuri District Centre,6.05,2.63,2.58,3.6,79,Yes,2026-08-01,Housing.com,28.33,45.2,39.5,49.1,41.6
PROP_714,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,7,12,12,61500,123000,3300.0,3600.0,1746,Furnished,No,Yes,Yes,No,24 Hours,Yes,Yes,No,Yes,Yes,Yes,Yes,No,HUDA City Centre Metro Station,3.71,Ansal University,9.33,Golf Course Road Offices,6.43,0.63,2.46,4.7,40,Yes,2026-07-12,NoBroker,35.22,44.6,41.6,49.6,57.7
PROP_715,3BHK,Semi-Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,1,20,4,31500,63000,2200.0,2000.0,1319,Semi-Furnished,No,No,Yes,No,4 Hours,No,Yes,No,No,No,Yes,Yes,No,Mayur Vihar 1 Metro Station,4.11,Shaheed Sukhdev College of Business Studies,2.62,Noida Sector 62 IT Park,14.95,4.08,0.7,4.2,19,Yes,2026-07-22,99acres,23.88,42.0,34.7,43.7,49.9
PROP_716,2BHK,Semi-Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,2,2,2,3,6,20500,41000,0.0,1800.0,1133,Semi-Furnished,No,Yes,No,No,12 Hours,Yes,Yes,No,No,No,No,Yes,No,Vaishali Metro Station,1.88,Inderprastha Dental College,5.23,Noida Sector 62 IT Park,11.66,4.02,3.0,4.4,83,Yes,2026-07-10,99acres,18.09,45.5,39.3,48.6,40.6
PROP_717,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,13,15,4,41000,82000,0.0,2154.0,1236,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,No,No,Yes,No,Mayur Vihar 1 Metro Station,4.34,Shaheed Sukhdev College of Business Studies,2.05,Noida Sector 62 IT Park,3.73,3.4,3.03,3.9,58,Yes,2026-07-23,99acres,33.17,47.3,39.7,48.0,40.5
PROP_718,1BHK,Fully Furnished 1BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Family,1,1,0,3,14,7000,14000,1500.0,1100.0,462,Furnished,No,No,No,No,4 Hours,Yes,No,Yes,No,No,No,Yes,No,Nirman Vihar Metro Station,4.05,Bhim Rao Ambedkar College,2.63,Noida Sector 62 IT Park,5.11,1.5,5.13,4.6,7,Yes,2026-07-10,MagicBricks,15.15,43.3,35.2,44.8,43.0
PROP_719,1BHK,Fully Furnished 1BHK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Family,1,1,5,20,2,17000,17500,0.0,900.0,510,Furnished,No,Yes,Yes,No,24 Hours,Yes,Yes,No,No,No,Yes,No,No,Malviya Nagar Metro Station,2.21,College of Vocational Studies,9.25,Okhla Industrial Area,3.0,3.74,3.16,3.5,59,Yes,2026-08-05,99acres,33.33,48.2,45.7,54.3,43.5
PROP_720,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Family,1,1,7,24,8,12000,24000,1000.0,800.0,372,Furnished,No,No,Yes,No,12 Hours,Yes,No,No,Yes,No,Yes,Yes,No,Karol Bagh Metro Station,3.74,Sri Guru Nanak Dev Khalsa College,1.43,Connaught Place,4.92,4.27,5.44,3.7,31,Yes,2026-07-19,99acres,32.26,50.0,39.0,48.4,40.0
PROP_721,1BHK,Fully Furnished 1BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,1,1,1,8,15,20000,40000,0.0,1100.0,492,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Phase 3 Metro Station,3.27,Dronacharya College of Engineering,9.01,DLF Cyber City,7.86,0.76,4.07,4.8,24,Yes,2026-07-16,NoBroker,40.65,49.0,44.6,54.0,52.6
PROP_722,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,4,24,3,7500,15000,1000.0,1000.0,558,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,No,No,No,Yes,No,Yes,Yes,Knowledge Park II Metro Station,2.43,Sharda University,9.73,Greater Noida Industrial Area,10.39,3.55,3.38,4.1,10,Yes,2026-08-06,99acres,13.44,50.9,44.9,54.6,39.7
PROP_723,2BHK,Semi-Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,0,3,7,17500,35000,0.0,1600.0,856,Semi-Furnished,Yes,Yes,No,No,24 Hours,No,No,No,No,No,No,Yes,Yes,Vishwa Vidyalaya Metro Station,2.63,Kirori Mal College,6.29,Connaught Place,10.09,4.95,3.81,4.3,37,Yes,2026-07-21,NoBroker,20.44,44.0,38.5,47.9,40.1
PROP_724,3BHK,Semi-Furnished 3BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,3,2,2,3,15,55000,110000,0.0,2800.0,1601,Semi-Furnished,Yes,Yes,No,Yes,4 Hours,No,Yes,Yes,No,No,Yes,Yes,No,Rajendra Place Metro Station,2.36,Venkateshwara College,7.83,Rajendra Place IT Hub,1.57,1.98,4.68,4.0,3,Yes,2026-08-04,MagicBricks,34.35,45.2,48.5,53.9,47.7
PROP_725,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,3,2,1,3,15,29500,59000,4000.0,2156.0,1371,Semi-Furnished,Yes,Yes,No,Yes,4 Hours,No,No,No,No,No,No,No,No,Noida Sector 15 Metro Station,3.21,Amity University Noida,0.44,Noida Sector 16 Commercial Hub,1.33,0.55,0.88,4.4,49,Yes,2026-08-13,MagicBricks,21.52,55.2,44.5,50.1,61.1
PROP_726,2BHK,Semi-Furnished 2BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Working Professional,2,2,1,24,2,29000,29000,2000.0,1421.0,881,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,No,Yes,No,Yes,No,No,No,No,HUDA City Centre Metro Station,0.64,Ansal University,8.23,Golf Course Road Offices,6.49,3.63,2.0,3.3,81,Yes,2026-08-09,NoBroker,32.92,57.8,52.8,61.9,44.9
PROP_727,1BHK,Fully Furnished 1BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,1,1,6,15,0,30000,30000,1800.0,1400.0,647,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,Yes,No,Yes,Yes,No,No,No,Civil Lines Metro Station,3.36,St. Stephen's College,9.08,Connaught Place,8.8,3.79,3.43,3.3,43,Yes,2026-07-07,99acres,46.37,46.4,40.9,49.9,37.0
PROP_728,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Bachelor,1,1,4,8,4,13000,26000,0.0,900.0,356,Furnished,Yes,No,No,Yes,12 Hours,Yes,No,Yes,No,No,Yes,Yes,Yes,Karol Bagh Metro Station,1.43,Sri Guru Nanak Dev Khalsa College,3.28,Connaught Place,1.71,1.39,3.96,4.1,3,No,2026-07-23,NoBroker,36.52,54.7,54.5,61.6,48.7
PROP_729,1RK,Fully Furnished 1RK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Student,1,1,22,24,12,7000,15000,700.0,700.0,287,Furnished,Yes,Yes,Yes,No,12 Hours,Yes,Yes,No,Yes,Yes,No,No,Yes,Noida Sector 15 Metro Station,4.2,Amity University Noida,7.33,Noida Sector 16 Commercial Hub,3.91,2.34,1.09,4.5,10,Yes,2026-07-31,MagicBricks,24.39,49.8,44.8,54.1,45.5
PROP_730,1RK,Fully Furnished 1RK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Student,1,1,12,15,0,9000,18000,700.0,800.0,418,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,No,No,No,Yes,Yes,Yes,No,Noida Sector 137 Metro Station,4.01,Amity University Noida,8.25,Noida Expressway Offices,7.72,1.44,2.05,3.3,19,Yes,2026-07-12,99acres,21.53,48.7,43.8,53.5,49.6
PROP_731,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,3,2,3,5,7,30000,90000,0.0,2800.0,1773,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,No,No,No,No,No,Yes,No,No,Noida Sector 137 Metro Station,2.92,Amity University Noida,8.37,Noida Expressway Offices,9.12,1.99,5.82,3.2,2,Yes,2026-08-07,99acres,16.92,42.6,37.8,46.9,47.0
PROP_732,2BHK,Semi-Furnished 2BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,2,2,5,5,8,27000,54000,1530.0,1300.0,765,Semi-Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,Yes,No,No,No,No,No,Phase 3 Metro Station,2.09,Dronacharya College of Engineering,5.95,DLF Cyber City,2.97,0.36,3.57,4.9,15,Yes,2026-07-20,NoBroker,35.29,50.9,47.8,56.1,54.7
PROP_733,2BHK,Fully Furnished 2BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Working Bachelor,2,2,15,20,12,19000,19500,2000.0,1300.0,758,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,Yes,Yes,No,Yes,Patel Nagar Metro Station,0.89,Kalindi College,5.1,Rajendra Place IT Hub,6.08,1.58,0.75,4.4,58,Yes,2026-08-04,Housing.com,25.07,59.3,53.8,63.1,54.2
PROP_734,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,2,2,1,5,7,19000,19000,2600.0,1600.0,950,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,No,No,Noida Sector 15 Metro Station,3.29,Amity University Noida,6.93,Noida Sector 16 Commercial Hub,9.65,0.82,3.64,3.5,75,Yes,2026-08-05,MagicBricks,20.0,46.1,40.9,50.3,51.2
PROP_735,1RK,Semi-Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,2,3,0,7000,14000,900.0,620.0,347,Semi-Furnished,No,No,No,No,12 Hours,Yes,No,Yes,No,No,No,No,Yes,Vishwa Vidyalaya Metro Station,2.63,Kirori Mal College,5.01,Connaught Place,1.53,2.63,4.94,4.1,14,Yes,2026-07-01,Housing.com,20.17,44.3,45.0,51.8,39.8
PROP_736,1BHK,Semi-Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,6,8,13,32000,65000,2000.0,1400.0,626,Semi-Furnished,Yes,Yes,Yes,No,12 Hours,No,No,No,No,No,Yes,Yes,No,Hauz Khas Metro Station,1.94,IIT Delhi,2.61,Okhla Industrial Area,0.87,1.09,1.12,4.9,1,Yes,2026-07-02,MagicBricks,51.12,49.3,55.3,59.3,58.6
PROP_737,2BHK,Semi-Furnished 2BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,2,2,3,8,12,39000,78000,2000.0,2100.0,967,Semi-Furnished,No,Yes,Yes,Yes,4 Hours,No,No,No,No,No,Yes,Yes,No,Saket Metro Station,1.89,Gargi College,3.49,Saket District Centre,2.34,2.52,3.73,3.4,62,Yes,2026-06-30,Housing.com,40.33,47.6,46.4,53.7,46.8
PROP_738,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,3,2,1,4,6,31000,62000,3500.0,2200.0,1307,Furnished,Yes,No,No,No,24 Hours,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Noida Sector 15 Metro Station,2.66,Amity University Noida,1.15,Noida Sector 16 Commercial Hub,4.31,2.12,5.58,4.7,52,No,2026-07-07,99acres,23.72,55.1,43.6,52.3,46.9
